WikiData ID,Language,Label,Matching SilkNow Item IDs,mapping properties
Q47089651,fr,lin,488,NoMatch
Q50316288,fr,peigne,359,NoMatch
Q50316288,it,pettine,359,NoMatch
Q52793492,en,pattern weft,470,#ExactMatch
Q52793492,fr,trame lancée,470,#ExactMatch
Q54810368,en,ground weave,221,#ExactMatch
Q54810368,fr,armure de fond,221,#ExactMatch
Q54935958,en,binding warp,391,#ExactMatch
Q54935958,fr,chaîne de liage,391,NoMatch
Q55239425,fr,bande,836,NoMatch
Q55353901,en,loom,450,NoMatch
Q55366661,en,quill,263 127,NoMatch
Q55368177,en,needle,616,NoMatch
Q55368177,es,aguja,616,NoMatch
Q55368177,fr,aiguille,616,NoMatch
Q55732412,es,pasada,436,NoMatch
Q55741165,it,vite,793,NoMatch
Q55741502,it,vite,793,NoMatch
Q55741634,it,cerro,217,NoMatch
Q55742199,it,cerro,217,NoMatch
Q55742247,it,cerro,217,NoMatch
Q56877283,fr,ciboire,782,NoMatch
Q57003787,fr,tordre,530,NoMatch
Q60646305,en,pall,713,NoMatch
Q60879587,it,pelo,360 438,NoMatch
Q64037025,fr,lampas,305,#ExactMatch
Q64037025,it,lampasso,305,#ExactMatch
Q64140922,fr,rose,785,#BroadMatch
Q64149073,fr,samit,293,#ExactMatch
Q64618487,es,colgadura,739,#BroadMatch
Q64618487,fr,tenture,739,#BroadMatch
Q65965557,en,broken twill,600,#ExactMatch
Q65972441,en,repeat,444,#ExactMatch
Q65972441,fr,rapport,444,#ExactMatch
Q74463210,fr,velouté,47,NoMatch
Q90232455,fr,ciboire,782,NoMatch
Q90232785,fr,ciboire,782,NoMatch
Q90580452,fr,calice,790,NoMatch
Q90804065,fr,ciboire,782,NoMatch
Q90804088,fr,ciboire,782,NoMatch
Q90804361,fr,calice,790,NoMatch
Q90805141,fr,ciboire,782,NoMatch
Q90805148,fr,ciboire,782,NoMatch
Q90805173,fr,calice,790,NoMatch
Q90810393,fr,ciboire,782,NoMatch
Q90810400,fr,ciboire,782,NoMatch
Q91132546,en,voided velvet,459,#ExactMatch
Q91805998,en,pile-on-pile velvet,458,NoMatch
Q7748,it,diritto,27,NoMatch
Q11022,it,vite,793,NoMatch
Q37017,en,face,27,NoMatch
Q43417,es,fondo,221 223,NoMatch
Q49007,en,yarn,696,#ExactMatch
Q49007,es,hilo,696,#ExactMatch
Q49007,es,hilo,268,#BroadMatch
Q55995,en,naturalism,664,#BroadMatch
Q147398,es,espiga,836,#BroadMatch
Q147398,it,spiga,836,#BroadMatch
Q147398,en,ear,836,#BroadMatch
Q151771,fr,chandelier,794,NoMatch
Q166142,fr,application,39,NoMatch
Q166142,it,applicazione,39,NoMatch
Q167270,es,marca,342,NoMatch
Q170494,fr,corps,414,NoMatch
Q170494,es,cuerpo,414,NoMatch
Q178413,es,galón,230,NoMatch
Q178413,it,gallone,230,NoMatch
Q181362,es,crepé,157,#ExactMatch
Q181362,fr,crêpe,157,#ExactMatch
Q181362,it,crêpe,157,NoMatch
Q183272,fr,frise,775,NoMatch
Q183272,it,fregio,775,NoMatch
Q185148,es,intervalo,493,NoMatch
Q189940,it,catena,387,NoMatch
Q201851,it,spina,367,NoMatch
Q203478,en,polonaise,540,NoMatch
Q211568,it,giglio,887,NoMatch
Q211568,it,giglio,824,#CloseMatch
Q211568,en,fleur-de-lis,824,#CloseMatch
Q232191,it,maglia,427,NoMatch
Q236232,it,cintura,139 139 147,NoMatch
Q243519,fr,velours,379,#CloseMatch
Q243519,es,terciopelo,379,#CloseMatch
Q243519,it,velluto,379,#CloseMatch
Q243519,en,velvet,379,#CloseMatch
Q382874,fr,torsion,63 382,NoMatch
Q382874,es,torsión,382,NoMatch
Q384873,en,leash,427,NoMatch
Q397648,fr,agrément,18,NoMatch
Q445972,fr,pourpoint,718,#ExactMatch
Q445972,es,jubón,718,#ExactMatch
Q445972,en,doublet,718,#ExactMatch
Q452858,en,polonaise,540,NoMatch
Q475000,fr,bourse,735,NoMatch
Q504779,fr,kesa,735,NoMatch
Q513206,it,lustro,489,NoMatch
Q552299,fr,chaîne,387,NoMatch
Q552299,it,catena,387,NoMatch
Q655357,es,atlas,125,NoMatch
Q672590,en,grotesque,809,#ExactMatch
Q725457,fr,mousseline,355,#CloseMatch
Q725457,en,muslin,355,#CloseMatch
Q725457,es,muselina,355,#CloseMatch
Q725457,it,mussola,355,#CloseMatch
Q745316,es,escudo,789,NoMatch
Q752296,fr,palme,763,NoMatch
Q806869,es,bandera,719,NoMatch
Q806869,en,banner,720,NoMatch
Q830328,it,corona,755,NoMatch
Q849829,en,cope,705,NoMatch
Q909576,fr,dragon,774,NoMatch
Q909576,en,dragon,774,NoMatch
Q930924,it,corpetto,730,NoMatch
Q958210,fr,gilet,727,NoMatch
Q958210,it,panciotto,727,NoMatch
Q958210,en,waistcoat,727,NoMatch
Q984959,fr,cannelé,1 2,NoMatch
Q984959,it,cannellato,1 2,NoMatch
Q1016957,fr,bourse,735,#ExactMatch
Q1016957,es,bolsa de corporales,735,#ExactMatch
Q1016957,en,burse,735,#ExactMatch
Q1057522,en,plush,17,#RelatedMatch
Q1057522,en,plush,202,#RelatedMatch
Q1057522,en,plush,439,#ExactMatch
Q1057522,it,peluche,439,#ExactMatch
Q1134503,it,corona,755,NoMatch
Q1134503,es,corona,755,NoMatch
Q1152241,fr,serge,367,#RelatedMatch
Q1152241,en,twill weave,238,#ExactMatch
Q1152241,en,twill,238,#ExactMatch
Q1152241,en,twill,367,#RelatedMatch
Q1152241,it,saia,367,#RelatedMatch
Q1152241,it,saia,238,#ExactMatch
Q1152241,es,asargado,43,#RelatedMatch
Q1153946,en,plain weave,236,#ExactMatch
Q1153946,en,plain weave,44,#RelatedMatch
Q1153946,fr,toile,236 862,NoMatch
Q1197709,fr,réduction,166,NoMatch
Q1261026,fr,imprimé,196 197,NoMatch
Q1286741,en,ottoman,435,NoMatch
Q1303310,es,atlas,125,NoMatch
Q1368310,en,leaf,750,NoMatch
Q1399356,it,catena,387,NoMatch
Q1399356,fr,chaîne,387,NoMatch
Q1402709,fr,médaillon,764,NoMatch
Q1402709,it,medaglione,764,NoMatch
Q1416517,es,cartón,521 622,NoMatch
Q1416517,fr,carton,622,NoMatch
Q1589116,en,canopy,737 740,NoMatch
Q1589116,fr,dais,737 740,NoMatch
Q1622547,en,core,29,NoMatch
Q1708003,en,dragon,774,NoMatch
Q1708003,es,dragón,774,NoMatch
Q1708003,fr,dragon,774,NoMatch
Q1758354,it,intreccio,410 413,NoMatch
Q1758354,es,trama,384,NoMatch
Q1865992,en,cord,623,#ExactMatch
Q1865992,es,hebra,268,#RelatedMatch
Q1969849,en,natté,694,#CloseMatch
Q1969849,fr,natté,694,#CloseMatch
Q1970335,fr,écru,164,#CloseMatch
Q1985541,en,damassé,10,#ExactMatch
Q1985541,fr,damassé,10,#ExactMatch
Q1985541,es,adamascado,10,#ExactMatch
Q2002752,fr,foulard,722,#CloseMatch
Q2002752,es,velo,710,NoMatch
Q2048179,it,palma,763,NoMatch
Q2144381,es,ligadura,317,NoMatch
Q2231138,fr,schappe,55,#ExactMatch
Q2231138,en,schappe,90,#RelatedMatch
Q2238160,es,marca,342,NoMatch
Q2298133,en,pall,713,NoMatch
Q2381072,en,frame,783,NoMatch
Q2397485,fr,chaîne,387,NoMatch
Q2397485,it,catena,387,NoMatch
Q2399307,fr,inscription,758,NoMatch
Q2479906,fr,portée,503,NoMatch
Q2745866,en,shaft,324,NoMatch
Q3241235,fr,lin,488,NoMatch
Q3241235,es,lino,488,NoMatch
Q3510770,en,metallic thread,497,NoMatch
Q3556204,fr,vert céladon,394,NoMatch
Q3764144,es,lirio,887,NoMatch
Q3836720,en,loop,757,NoMatch
Q3973051,fr,filature,262,#ExactMatch
Q3973051,it,filanda,262,#ExactMatch
Q4000449,it,tunica,729,NoMatch
Q4071059,en,lion,767,NoMatch
Q4876048,en,bead,115,NoMatch
Q5033434,en,canopy,737 740,NoMatch
Q5170145,en,core,29,NoMatch
Q5456610,en,flag,719,NoMatch
Q5477874,en,frame,783,NoMatch
Q5849904,en,standard,720,NoMatch
Q7148360,en,pattern,860,NoMatch
Q7148362,en,pattern,860,NoMatch
Q8083174,en,structure,410,NoMatch
Q8868615,en,loop,757,NoMatch
Q10318954,en,neoclassicism,674,NoMatch
Q10605441,en,daisy,886,NoMatch
Q10870555,fr,rapport,444,NoMatch
Q11547758,en,wool,644,#ExactMatch
Q11547758,es,lana,644,#ExactMatch
Q11547758,fr,laine,644,#ExactMatch
Q11812678,it,fondo,221 223,NoMatch
Q12298060,it,tessitura,410 526,NoMatch
Q12310114,en,angel,773,NoMatch
Q13217555,es,fondo,223,NoMatch
Q15982595,en,star,762,NoMatch
Q16143108,en,beater,72,NoMatch
Q16572889,it,liscio,321,NoMatch
Q16889336,en,zephyr,272,NoMatch
Q17231903,en,double,420,NoMatch
Q17577215,en,lamella,285,#ExactMatch
Q17577215,fr,lame,429,NoMatch
Q17577215,it,laminetta,285,#ExactMatch
Q18209559,it,disposizione,799,NoMatch
P2049,en,width,66,NoMatch
Q21076234,it,effetto,175,NoMatch
Q21076234,en,effect,175,NoMatch
Q23041430,fr,artichaut,821,#BroadMatch
Q23041430,es,alcachofa,821,#BroadMatch
Q23041430,it,carciofo,821,NoMatch
Q23826330,en,eagle,771,NoMatch
Q28960505,fr,lame métallique,285,#CloseMatch
Q29167534,fr,tapisserie,608,NoMatch
Q29211898,fr,calice,790,NoMatch
Q29211940,fr,calice,790,NoMatch
Q29405155,en,reed,359,NoMatch
Q29586582,en,gold thread,627,#ExactMatch
Q29586582,es,hilo de oro,627,#ExactMatch
Q29586691,en,frisé,233,#ExactMatch
Q29586691,fr,frisé,233,#ExactMatch
Q29732002,en,double,420,NoMatch
Q29951622,en,star,762,NoMatch
Q30095434,en,cord,623,NoMatch
Q34758434,en,end,279 485,NoMatch
Q42890140,en,reed,359,NoMatch
Q47507394,en,chalice veil,713,#ExactMatch
Q55078809,es,gasa,222 232,NoMatch
Q55351966,en,wreath,760,#ExactMatch
Q55351966,es,guirnalda,760,#ExactMatch
Q55351966,it,ghirlanda,760,#ExactMatch
Q55413080,en,pattern,860,NoMatch
Q55740992,it,cerro,217,NoMatch
Q55741477,it,cerro,217,NoMatch
Q55741636,it,cerro,217,NoMatch
Q55742849,it,cerro,217,NoMatch
Q55743153,it,vite,793,NoMatch
Q56145959,en,needle,616,NoMatch
Q57248625,es,marca,342,NoMatch
Q60442663,es,547,276,NoMatch
Q63442113,en,batik,65,#ExactMatch
Q63676459,es,escudo,789,#BroadMatch
Q63852445,fr,filoselle,216,#RelatedMatch
Q64034366,en,lotus,835,NoMatch
Q65082068,en,ground,223,NoMatch
P7045,it,telaio,450,NoMatch
Q66033606,en,undyed,164,#ExactMatch
Q66033606,es,crudo,164,#ExactMatch
Q66033606,fr,écru,164,#ExactMatch
Q66033606,it,crudo,164,NoMatch
Q66103780,es,cruce,413,NoMatch
Q66119168,fr,brocher,105,NoMatch
Q67377511,en,cocoon,132,#CloseMatch
Q67441540,en,flag,719,#BroadMatch
Q67441540,es,bandera,719,#BroadMatch
Q67441540,fr,drapeau,719,#BroadMatch
Q74488363,en,tabby,236,NoMatch
Q89800979,en,rose,785,NoMatch
Q90232443,fr,ciboire,782,NoMatch
Q90804128,fr,calice,790,NoMatch
Q90805906,fr,chandelier,794,NoMatch
Q90809127,fr,ciboire,782,NoMatch
Q91028826,en,pomegranate,761,NoMatch
Q92279207,en,strip,797,NoMatch
Q96211216,en,design,816 859,NoMatch
Q708,fr,plomb,495,NoMatch
Q708,it,piombo,495,NoMatch
Q708,es,plomo,495,NoMatch
Q1128,fr,radium,549,NoMatch
Q1128,en,radium,549,NoMatch
Q1493,fr,ananas,753,#BroadMatch
Q1493,en,pineapple,753,NoMatch
Q11563,es,número,483,NoMatch
Q14659,it,stemma,789,NoMatch
Q25999,fr,voile,710,NoMatch
Q27948,es,lista,797,NoMatch
Q30322,es,536,276,NoMatch
Q32114,es,470,178,NoMatch
Q80151,es,sombrero,721,#BroadMatch
Q80151,fr,chapeau,721,#BroadMatch
Q80151,it,cappello,721,#BroadMatch
Q80151,en,hat,721,#BroadMatch
Q115488,fr,médaillon,764,#BroadMatch
Q115488,en,medallion,764,#BroadMatch
Q115488,it,medaglione,764,NoMatch
Q118120,en,reel,263,NoMatch
Q118587,es,alzacuellos,708,#ExactMatch
Q118587,fr,col romain,708,NoMatch
Q133156,it,colonia,149,NoMatch
Q151970,fr,chrisme,792,#ExactMatch
Q151970,es,crismón,792,NoMatch
Q152574,fr,manteau,716 738,NoMatch
Q160091,en,plain,321,NoMatch
Q169336,es,mezcla,635,NoMatch
Q173056,es,telar,450,#BroadMatch
Q173056,it,telaio,450,#BroadMatch
Q173056,en,loom,450,NoMatch
Q186637,fr,arcade,403,NoMatch
Q186637,es,arcada,403,NoMatch
Q186637,it,arcata,403,NoMatch
Q196117,es,doblado,420,NoMatch
Q208826,it,altezza,66,NoMatch
Q213092,en,thread,268,NoMatch
Q235113,en,angel,773,#BroadMatch
Q235113,es,ángel,773,#BroadMatch
Q235113,fr,ange,773,#BroadMatch
Q235113,it,angelo,773,#BroadMatch
Q236090,es,470,178,NoMatch
Q244696,es,peso,495,NoMatch
Q269345,en,lamella,285,NoMatch
Q269345,fr,lame,429,NoMatch
Q303826,en,crimson,134,#ExactMatch
Q303826,en,crimson,135,NoMatch
Q303826,es,carmesí,134,#ExactMatch
Q303826,es,carmesí,135,NoMatch
Q303826,fr,cramoisi,134,#ExactMatch
Q303826,fr,cramoisi,135,NoMatch
Q330946,fr,lame,429,NoMatch
Q330946,es,hoja,750,NoMatch
Q431289,es,marca,342,NoMatch
Q431289,it,marca,342,NoMatch
Q457931,en,fabric,649,NoMatch
Q508295,es,cuenta,166,NoMatch
Q508295,fr,compte,166,NoMatch
Q535611,en,neoclassicism,674,NoMatch
Q591274,fr,métamère,465,NoMatch
Q612908,fr,croix grecque,778,#BroadMatch
Q618710,fr,gaze,222,#RelatedMatch
Q618710,fr,gaze,232,#ExactMatch
Q618710,en,gauze,222,#RelatedMatch
Q618710,en,gauze,232,#ExactMatch
Q622964,en,double-headed eagle,772,"
#ExactMatch"
Q635427,fr,batik,65,NoMatch
Q643584,es,punta,364,NoMatch
Q694969,fr,chaîne,387,NoMatch
Q756780,en,colonia,149,NoMatch
Q799000,en,badge,789,NoMatch
Q840507,es,lazo,313 756,NoMatch
Q845391,fr,armure,318,NoMatch
Q845391,it,armatura,318,NoMatch
Q860792,fr,cadre,429,NoMatch
Q860792,es,marco,429,NoMatch
Q860792,it,cornice,783,NoMatch
Q898879,fr,grecque,776,#ExactMatch
Q898879,it,greca,776,#ExactMatch
Q898879,es,greca,776,#ExactMatch
Q925920,fr,trame,384,NoMatch
Q940147,it,corona,755,NoMatch
Q1088457,en,rinceau,811,#ExactMatch
Q1088457,it,racemo,811,#ExactMatch
Q1089123,es,marco,429,NoMatch
Q1133563,es,cambiante,119,NoMatch
Q1172412,it,campo,477 519,NoMatch
Q1223884,fr,chaîne,387,NoMatch
Q1324102,es,contrapeso,495,NoMatch
Q1392130,fr,drapeau,719,NoMatch
Q1392130,en,flag,719,NoMatch
Q1401905,fr,titre,483,NoMatch
Q1401905,it,titolo,166,NoMatch
Q1416144,fr,drapeau,719,NoMatch
Q1420806,en,reel,263,#BroadMatch
Q1420806,es,carrete,831,#BroadMatch
Q1469779,en,rose,785,#ExactMatch
Q1469779,it,rosa,785,#ExactMatch
Q1469779,fr,rose,785,#ExactMatch
Q1476062,en,pall,713,#CloseMatch
Q1476582,fr,voile de calice,713,#CloseMatch
Q1476582,en,chalice veil,713,#CloseMatch
Q1520324,en,serge,43,#ExactMatch
Q1520324,en,serge,238,#RelatedMatch
Q1570567,en,half silk,340,NoMatch
Q1640811,en,fibre,209,NoMatch
Q1640811,it,fibra,209,NoMatch
Q1697305,en,motif,742,NoMatch
Q1697305,it,motivo,742,NoMatch
Q1704480,fr,ornement,18 861,NoMatch
Q1752512,fr,moire,347,#ExactMatch
Q1752512,fr,moire,662,#RelatedMatch
Q1784238,en,basket,787,#BroadMatch
Q1784238,fr,panier,787,#BroadMatch
Q1788780,es,palio,726,NoMatch
Q1943467,en,selvage,357,#ExactMatch
Q1943467,es,orillo,357,#ExactMatch
Q1943467,fr,lisière,357,NoMatch
Q2001588,en,palm,763,NoMatch
Q2001588,es,palma,763,NoMatch
Q2010254,fr,tétramorphe,798,#ExactMatch
Q2010254,en,tetramorph,798,#ExactMatch
Q2046167,it,maglione,428,NoMatch
Q2083958,en,pattern,860,#CloseMatch
Q2083958,fr,motif,742,NoMatch
Q2138208,en,crown,755,NoMatch
Q2164217,en,ground,223,NoMatch
Q2164576,it,cornice,783,NoMatch
Q2269650,fr,lampas,305,#ExactMatch
Q2269650,es,lampás,305,#ExactMatch
Q2269650,en,lampas,305,#ExactMatch
Q2269650,it,lampasso,305,#ExactMatch
Q2426218,en,modernism,673,NoMatch
Q2490224,es,indumentaria religiosa,701,NoMatch
Q2541324,it,pizzo,180 791,NoMatch
Q2891667,fr,battant,72,NoMatch
Q2940174,en,edge,775,NoMatch
Q2981904,fr,bobine,263 831,NoMatch
Q2996915,fr,ponceau,365,NoMatch
Q3038691,fr,dragon,774,NoMatch
Q3053322,es,disposición,799,#RelatedMatch
Q3053322,en,disposition,799,#RelatedMatch
Q3063290,fr,pallium,726,NoMatch
Q3063290,it,pallio,726,NoMatch
Q3064117,en,face,27,NoMatch
Q3064489,fr,faille,201,NoMatch
Q3297804,en,edge,775,NoMatch
Q3301501,en,filé,184,NoMatch
Q3304024,en,shoot,436,NoMatch
Q3503480,en,face,27,NoMatch
Q3564710,es,arabesco,766,NoMatch
Q3625549,fr,montage,431,NoMatch
Q3640877,it,blasone,789,NoMatch
Q3654600,it,campo,477 519,NoMatch
Q3846914,it,margherita,886,#ExactMatch
Q3846914,en,daisy,886,#ExactMatch
Q3846914,fr,marguerite,886,#ExactMatch
Q3846914,es,margarita,886,#ExactMatch
Q3935249,it,riduzione,166,NoMatch
P41,it,bandiera,719,NoMatch
Q4248527,fr,bouillon,129,NoMatch
Q4887700,en,bengaline,70,#ExactMatch
Q4887700,fr,bengaline,70,#ExactMatch
Q5078274,en,sketch,861,NoMatch
Q5078274,fr,esquisse,861,NoMatch
Q5078274,es,boceto,861,NoMatch
Q5164415,en,construction,410,NoMatch
Q5170147,en,core,29,NoMatch
Q5189865,it,crudo,164,NoMatch
Q5299641,en,double,420,NoMatch
Q5299642,en,double,420,NoMatch
Q5415826,en,evangelist,889,NoMatch
Q5861518,es,fibra artificial,35,#ExactMatch
Q6150593,fr,dentelle à l'aiguille,181,#ExactMatch
Q6523033,fr,gaze anglaise,234,NoMatch
Q7798503,en,throw,348,NoMatch
Q8563541,en,flag,719,NoMatch
Q8563541,fr,drapeau,719,NoMatch
Q8737769,it,portata,503,NoMatch
Q12030216,en,cord,623,NoMatch
Q12060020,fr,serge,367,#ExactMatch
Q12060020,en,twill,367,#ExactMatch
Q12060020,en,twill,238,#RelatedMatch
Q12060020,it,batavia,62 641,NoMatch
Q15736718,es,haz,27,NoMatch
Q17325659,es,peso,495,NoMatch
Q19801288,fr,harnais,41,NoMatch
Q19801288,en,harness,41 414,NoMatch
Q20026824,fr,fibre végétale,214,#ExactMatch
Q20026824,es,fibra vegetal,214,#ExactMatch
Q20026824,it,fibra vegetale,214,#ExactMatch
P2225,it,portata,503,NoMatch
Q21551050,en,tiraz,380,NoMatch
Q21560004,it,calice,790,NoMatch
Q21560004,en,chalice,790,NoMatch
Q23692101,es,corona,755,NoMatch
Q24082844,it,bolla,84,NoMatch
Q26225677,fr,montage,431,NoMatch
Q28484848,en,face,27,NoMatch
Q28517923,es,águila,771,NoMatch
Q28839480,en,girdle,139,NoMatch
Q29163818,fr,ange,773,NoMatch
Q29211896,fr,ciboire,782,NoMatch
Q29211948,fr,calice,790,NoMatch
Q29211981,fr,calice,790,NoMatch
Q29211984,fr,calice,790,NoMatch
Q29230702,fr,dragon,774,NoMatch
Q29260724,fr,chrisme,792,NoMatch
Q29335541,en,floral pattern,743,#ExactMatch
Q29335541,es,motivos florales,743,#ExactMatch
Q29335541,fr,motif floral,743,#ExactMatch
Q29335541,it,motivo floreale,743,#ExactMatch
Q29711921,en,cocoon,132,NoMatch
Q29714599,en,veil,710,NoMatch
Q29714933,en,angel,773,NoMatch
Q29726000,en,ox,825,NoMatch
Q29732338,en,rug,28 28,NoMatch
Q29788165,it,grottesco,809,#BroadMatch
Q29788165,en,grotesque,809,#BroadMatch
Q33133547,en,sendal,138,#ExactMatch
Q33133547,fr,cendal,138,#ExactMatch
Q44740228,en,wall hanging,739,#ExactMatch
Q44740228,it,tappezzeria,629,NoMatch
Q47526964,en,leaf,750,NoMatch
Q50414774,es,armadura,318,NoMatch
Q50414774,it,armatura,318,NoMatch
Q52159630,fr,chevron,189,#ExactMatch
Q52159630,it,spina di pesce,189,#ExactMatch
Q52799055,es,efecto de trama,837,NoMatch
Q52799055,fr,lancé,178,#ExactMatch
Q52799055,fr,lancé,310,#RelatedMatch
Q55238861,es,cinta,147 757,NoMatch
Q55238861,fr,ruban,147 756,NoMatch
Q55343967,es,lanzadera,311,#RelatedMatch
Q55343967,it,navetta,311,#RelatedMatch
Q55740979,it,cerro,217,NoMatch
Q55740991,it,cerro,217,NoMatch
Q55741486,it,cerro,217,NoMatch
Q55741936,it,cerro,217,NoMatch
Q55742201,it,cerro,217,NoMatch
Q55742249,it,cerro,217,NoMatch
Q55742929,it,cerro,217,NoMatch
Q59260362,it,capo,485,NoMatch
Q59526980,fr,ange,773,NoMatch
Q63978866,fr,flotte,426,NoMatch
Q63987029,es,cutí,152,NoMatch
Q64313869,en,lion,767,#ExactMatch
Q64313869,es,león,767,#ExactMatch
Q64313869,fr,lion,767,#ExactMatch
Q64313869,it,leone,767,#ExactMatch
Q64692233,en,ground,223,#ExactMatch
Q64692233,es,fondo,223,#ExactMatch
Q64692233,it,fondo,223,#ExactMatch
Q66036822,en,plied yarn,501,#CloseMatch
Q66036822,es,hilo retorcido,501,#CloseMatch
Q67189827,fr,ciboire,782,NoMatch
Q90229198,fr,calice,790,NoMatch
Q90574048,fr,calice,790,NoMatch
Q90574052,fr,calice,790,NoMatch
Q90574621,fr,calice,790,NoMatch
Q90578241,fr,calice,790,NoMatch
Q90578491,fr,ciboire,782,NoMatch
Q90805137,fr,ciboire,782,NoMatch
Q90805169,fr,ciboire,782,NoMatch
Q91132898,en,uncut velvet,463,#ExactMatch
Q91132898,fr,velours frisé,463,#ExactMatch
Q91623875,en,blackberry,781,NoMatch
